,ZTFID,fcqfid,bl_pre,bl_post,Consistent,Warning,Missing_pre,Missing_post,N_pre_peak,N_post_peak
3083,ZTF19abexfad,3861501,2.9919837287493256,6.39791555173172,1,,0,0,30,59
3084,ZTF19abexfad,3861502,5.54754508651088,-0.3043368837924658,1,,0,0,39,86
3085,ZTF19aavnwxf,7550101,-17.9708667787569,-14.1373120755585,1,,0,0,90,141
3086,ZTF19aavnwxf,7550102,-9.763746316042159,1.37040436765009,1,,0,0,112,150
3087,ZTF19aavnwxf,7550103,-5.19046867690493,9.556739794369225,1,,0,0,13,36
3088,ZTF19aavnwxf,7560411,-5.656947236109666,-8.59134447404787,1,,0,0,164,159
3089,ZTF19aavnwxf,7560412,-21.9443220051969,-35.986564479526,-1,,0,0,165,179
3090,ZTF19aavnwxf,7560413,8.76092296969213,0.8128560339439099,1,,0,0,13,32
3091,ZTF19aavnwxf,17551111,-50.41970146524235,,0,,0,1,8,0
3092,ZTF19aavnwxf,17551112,-13.116115719082003,-43.2854029393268,1,,0,0,10,3
3093,ZTF19aavnwxf,17551113,,,0,,1,1,0,0
3094,ZTF19abjarhj,6010801,2.22105760876887,3.75660487721643,1,,0,0,55,246
3095,ZTF19abjarhj,6010802,6.23885832074226,12.3254037177354,1,,0,0,63,327
3096,ZTF19abjarhj,6010803,10.46318670743004,10.097804243791,1,,0,0,24,43
3097,ZTF19abjarhj,15971631,-1.1618583597857675,,0,,0,1,30,0
3098,ZTF19abjarhj,15971632,-4.1924441068457305,,0,,0,1,38,0
3099,ZTF19abqirpa,3380511,7.010716976045805,4.92381261883734,1,,0,0,30,55
3100,ZTF19abqirpa,3380512,8.63826645436228,-12.68360629698325,-1,,0,0,53,350
3101,ZTF19abqirpa,3380513,,,0,,1,1,0,2
3102,ZTF19abqyoxj,8140221,2.17015462026891,18.9850757820094,-1,,0,0,131,138
3103,ZTF19abqyoxj,8140222,-5.94473515522787,-11.02187685350895,1,,0,0,135,146
3104,ZTF19abqyoxj,8140223,,12.4216358774317,0,,1,0,0,17
3105,ZTF19abqyoxj,18181131,-158.537587086673,,0,,0,1,8,0
3106,ZTF19abqyoxj,18181132,-360.67568692119596,,0,long rise,0,1,14,0
3107,ZTF19aawqckx,8481031,-4.23309661533209,-17.4289321175507,-1,,0,0,317,180
3108,ZTF19aawqckx,8481032,24.2021797303292,21.1717824024548,1,,0,0,303,169
3109,ZTF19aawqckx,8481033,-17.2397897583533,-27.6859844210415,1,,0,0,27,51
3110,ZTF19acbmxky,6161401,3.051377507631715,13.1246864616153,-1,,0,0,42,45
3111,ZTF19acbmxky,6161402,-2.492148457497745,-6.21218214478936,1,,0,0,124,125
3112,ZTF19acbmxky,6161403,,2.9117936122095487,0,,1,0,0,16
3113,ZTF19acbmxky,16610701,-416.837291832706,,0,,0,1,6,2
3114,ZTF19acbmxky,16610702,-25.209468081485,-373.41488056903995,-1,long rise,0,0,9,10
3115,ZTF19abnmrqt,7641331,0.77508563817414,-27.85313962856625,-1,,0,0,499,108
3116,ZTF19abnmrqt,7641332,25.3678315128506,-1.55843238472898,-1,,0,0,487,105
3117,ZTF19abnmrqt,7641333,-12.059280249190945,-26.57488638951355,-1,,0,0,36,50
3118,ZTF19abnmrqt,7651621,-3.073165444887695,2.56525579508959,-1,,0,0,456,103
3119,ZTF19abnmrqt,7651622,12.7323876630884,2.04278949718781,-1,,0,0,698,105
3120,ZTF19abnmrqt,7651623,-12.6871448786802,-20.09870770949035,1,,0,0,34,44
3121,ZTF19acbkyma,5461021,-5.105399180095715,-21.340073193067,-1,,0,0,62,179
3122,ZTF19acbkyma,5461022,3.89114123612551,-11.89099066122285,-1,,0,0,79,252
3123,ZTF19acbkyma,5461023,6.20431387469067,-6.17054922575737,-1,,0,0,21,37
3124,ZTF19acbkyma,15920231,-3.38380651174871,,0,,0,1,13,0
3125,ZTF19acbkyma,15920232,-9.32669442391136,,0,,0,1,32,0
3126,ZTF19aavbjfp,8190931,3.389556381408995,-1.40446098458634,1,,0,0,180,143
3127,ZTF19aavbjfp,8190932,-3.35085359146161,-4.84516163631532,1,,0,0,177,149
3128,ZTF19aavbjfp,8190933,6.87239829443604,-13.488155958348951,-1,,0,0,11,46
3129,ZTF19aavbjfp,8201221,0.9213765790765021,-2.12022852733551,1,,0,0,148,157
3130,ZTF19aavbjfp,8201222,-11.37395313574455,-12.0283687033593,1,,0,0,128,168
3131,ZTF19aavbjfp,8201223,-5.855982020125445,8.64244890288117,1,,0,0,12,43
3132,ZTF19aavbjfp,18241502,-5.665025013894915,6.5420582101026055,1,,0,0,188,6
3133,ZTF19aavbjfp,18510322,,-12.4242461416668,0,,1,0,0,7
3134,ZTF19abkfqqp,3511321,17.1027901328869,-19.87057084314775,-1,,0,0,76,20
3135,ZTF19abkfqqp,3511322,3.5575648707333896,-33.9344872347817,-1,,0,0,86,18
3136,ZTF19abkfqqp,3511323,,9.363952407680005,0,,1,0,0,8
3137,ZTF19abkfqqp,13960731,-351.6636540645805,,0,,0,1,4,0
3138,ZTF19abkfqqp,13960732,-654.865819461259,,0,,0,1,6,0
3139,ZTF19acaiylt,7080721,-8.89199331837122,-15.265470522531249,-1,,0,0,85,142
3140,ZTF19acaiylt,7080722,-0.0894299919270503,2.59058290538295,1,,0,0,121,254
3141,ZTF19acaiylt,7080723,,-14.481673555969799,0,,1,0,0,30
3142,ZTF19acaiylt,17061421,-296.0582847918515,,0,,0,1,8,0
3143,ZTF19acaiylt,17061422,-30.8567710801055,,0,,0,1,11,0
3144,ZTF19acigkma,7650921,-9.53615308991807,-33.57480186943335,-1,,0,0,563,92
3145,ZTF19acigkma,7650922,15.84122836226015,-29.5847363989852,-1,,0,0,846,93
3146,ZTF19acigkma,7650923,-9.52710619946357,-38.3700227943771,-1,,0,0,49,43
3147,ZTF19aasfsoi,5891421,19.0518522554839,41.4956205709639,-1,,0,0,51,93
3148,ZTF19aasfsoi,5891422,-10.8112371909131,14.6060345775106,-1,,0,0,63,135
3149,ZTF19aasfsoi,16340521,-36.3577544077815,-56.1257769209863,-1,,0,0,9,9
3150,ZTF19aasfsoi,16340522,-120.570306249852,-132.0411309049295,1,,0,0,11,18
3151,ZTF19aaldqvh,7521311,-6.19886310659586,-32.9316432667468,-1,,0,0,68,188
3152,ZTF19aaldqvh,7521312,10.0496416990801,-33.014904693809,-1,,0,0,79,279
3153,ZTF19aaldqvh,7521313,1.0060374087274648,-32.1580784511711,-1,,0,0,8,50
3154,ZTF19aaldqvh,7531611,-3.579227598520445,-2.35758097038178,1,,0,0,66,189
3155,ZTF19aaldqvh,7531612,3.81769575388992,-19.3073613125374,-1,,0,0,77,244
3156,ZTF19aaldqvh,7531613,10.3187975513276,4.14392906573472,1,,0,0,9,62
3157,ZTF19aaldqvh,17890501,-71.59460018557415,-107.317072279979,1,,0,0,4,11
3158,ZTF19aaldqvh,17890502,-137.237862041169,,0,,0,1,3,0
3159,ZTF19aaldqvh,17900811,-103.14423003804265,-97.35010177051166,1,,0,0,6,6
3160,ZTF19aaldqvh,17900812,-123.013616257736,-135.884252638624,1,,0,0,5,9
3161,ZTF19aailuvj,6311521,4.667261218862335,2.11384846845093,1,,0,0,48,190
3162,ZTF19aailuvj,6311522,-1.04155422347159,-0.958097065400092,1,,0,0,51,219
3163,ZTF19aailuvj,6311523,-0.21387804148717476,0.1737085104220844,1,,0,0,20,50
3164,ZTF19aailuvj,16750631,,,0,,1,1,0,2
3165,ZTF19aailuvj,16750632,,,0,,1,1,0,2
3166,ZTF19abzzhgx,7050901,10.246567000990751,7.94718392732621,1,,0,0,62,41
3167,ZTF19abzzhgx,7050902,7.117724681819105,-1.444379377761,1,,0,0,68,144
3168,ZTF19abzzhgx,7061211,10.711377685333,-1.91547302649219,-1,,0,0,109,79
3169,ZTF19abzzhgx,7061212,6.87941710508178,11.9996263550702,1,,0,0,113,177
3170,ZTF19abzzhgx,7061213,,-5.23242259571448,0,,1,0,0,27
3171,ZTF19abzzhgx,17450201,-594.8962209672635,,0,long rise,0,1,14,0
3172,ZTF19abzzhgx,17450202,-84.7731785191749,,0,,0,1,18,0
3173,ZTF19aaxffum,5320501,-2.4166321362623,-42.20124689503965,-1,,0,0,37,112
3174,ZTF19aaxffum,5320502,-36.0992555164693,-34.2363928733392,1,,0,0,57,152
3175,ZTF19aaxffum,5320503,-9.081330926724835,-30.138983393533152,1,,0,0,18,44
3176,ZTF19aaxffum,5330811,4.907399556610221,23.8192278668989,-1,,0,0,36,129
3177,ZTF19aaxffum,5330812,-10.004348264569416,28.9652892640963,-1,,0,0,70,144
3178,ZTF19aaxffum,5330813,-1.81588959235945,23.0486999502257,-1,,0,0,17,44
3179,ZTF19aclkbqc,7661131,16.4749403105196,18.5582900788117,1,,0,0,487,88
3180,ZTF19aclkbqc,7661132,13.2237546504984,-15.0039550133757,-1,,0,0,852,78
3181,ZTF19aclkbqc,7661133,-30.7002620130182,-28.0376933399802,1,,0,0,47,41
3182,ZTF19aclkbqc,18020221,-2.741147077264805,,0,,0,1,12,2
3183,ZTF19aclkbqc,18020222,-9.073384999090175,,0,,0,1,50,0
3184,ZTF19abuzpmr,7830411,-2.91845909625893,-3.177110125188295,1,,0,0,107,178
3185,ZTF19abuzpmr,7830412,17.9232334932999,13.6679327336536,1,,0,0,138,216
3186,ZTF19abuzpmr,7830413,,-1.680101998759595,0,,1,0,0,22
3187,ZTF19abuzpmr,17851201,-171.03984901085602,,0,,0,1,10,0
3188,ZTF19abuzpmr,17851202,-171.0285949368725,,0,,0,1,16,0
3189,ZTF19aakphow,7931201,-12.5417949089726,-15.9903812274323,-1,,0,0,288,345
3190,ZTF19aakphow,7931202,-8.97138594976694,-10.905479879376301,1,,0,0,295,320
3191,ZTF19aakphow,7931203,0.84637777335444,-6.825115883091015,1,,0,0,26,54
3192,ZTF19abalrbb,5370511,-5.143138181655865,-6.23001764594262,1,,0,0,68,97
3193,ZTF19abalrbb,5370512,8.346902230354871,-0.8511354015333115,-1,,0,0,106,126
3194,ZTF19abalrbb,15321412,,-7.035174223417286,0,,1,0,0,6
3195,ZTF19aadnxbh,7151231,-7.26270110086421,-5.26681031863915,1,,0,0,46,149
3196,ZTF19aadnxbh,7151232,-17.8399913498558,-8.25014927106684,-1,,0,0,69,173
3197,ZTF19aadnxbh,7151233,-9.5192458814831,5.98563901939474,-1,,0,0,13,37
3198,ZTF19abidfxd,3930721,-1.381221392144,23.6560116360944,-1,,0,0,33,59
3199,ZTF19abidfxd,3930722,0.5629974632038245,5.14307841917859,1,,0,0,38,168
3200,ZTF19abidfxd,3930723,6.75544874404188,6.16461926005319,1,,0,0,17,25
3201,ZTF19aawyepw,6791031,18.5996486312792,-2.6460203696462434,-1,,0,0,389,206
3202,ZTF19aawyepw,6791032,-17.80300964749295,-27.8417695684909,-1,,0,0,330,227
3203,ZTF19aawyepw,6791033,8.90286087848379,-9.38677321176672,-1,,0,0,25,59
3204,ZTF19aawyepw,17210312,-196.2671044524165,-175.7598495556775,-1,,0,0,14,6
3205,ZTF19abnktws,6311331,2.97526905356086,8.76974670271254,1,,0,0,71,144
3206,ZTF19abnktws,6311332,6.343718248201045,15.930159471556651,-1,,0,0,72,148
3207,ZTF19abnktws,6311333,-5.66363740945901,-4.88256586392154,1,,0,0,27,51
3208,ZTF19abnktws,16760721,10.837944612748771,,0,,0,1,8,0
3209,ZTF19abqwtfu,5481521,11.024531851391199,7.846613229936745,1,,0,0,46,62
3210,ZTF19abqwtfu,5481522,3.158337766433945,2.40054130088917,1,,0,0,60,53
3211,ZTF19abqwtfu,5481523,4.08251141822736,-11.00871761831303,-1,,0,0,25,22
3212,ZTF19abqwtfu,15940731,1.68052364834526,,0,,0,1,21,0
3213,ZTF19abqwtfu,15940732,6.44873063615153,,0,,0,1,29,0
3214,ZTF19abucvgu,3050721,4.17292762161538,-64.1223165125121,1,,0,0,50,3
3215,ZTF19abucvgu,3050722,-6.49051746019988,,0,,0,1,48,2
3216,ZTF19abucvgu,12971421,,-64.04715954445496,0,,1,0,0,14
3217,ZTF19abucvgu,12971422,,-1.0779269158900453,0,,1,0,0,6
3218,ZTF19abxtdgh,5551411,2.27145844411594,-38.939650189783094,-1,,0,0,81,26
3219,ZTF19abxtdgh,5551412,7.91398706696958,-32.9739593817218,-1,,0,0,89,26
3220,ZTF19abxtdgh,6050332,,,0,,1,1,0,0
3221,ZTF19abxtdgh,16010701,9.92864244373877,,0,,0,1,12,0
3222,ZTF19abxtdgh,16010702,-26.8188350220494,,0,,0,1,26,0
3223,ZTF19aclthzj,6980431,-3.15660786780807,-4.54471981384538,1,,0,0,127,60
3224,ZTF19aclthzj,6980432,-1.3997190011658351,6.835621921801655,-1,,0,0,172,96
3225,ZTF19aclthzj,6980433,,-14.87357254498174,0,,1,0,0,6
3226,ZTF19aclthzj,16961231,-7.27662979142614,,0,,0,1,17,0
3227,ZTF19aclthzj,16961232,4.72773534770579,,0,,0,1,26,0
3228,ZTF19acjjwsy,8560401,4.8998145489547,3.20725277052565,1,,0,0,153,61
3229,ZTF19acjjwsy,8560402,-2.70611468603453,-9.22623041218702,1,,0,0,170,65
3230,ZTF19acjjwsy,18651131,-11.2351396283267,,0,,0,1,7,0
3231,ZTF19acjjwsy,18651132,-19.9261191770461,,0,,0,1,13,0
3232,ZTF19abzkyjy,3481631,4.94127973793152,-3.73840553565734,1,,0,0,64,79
3233,ZTF19abzkyjy,3481632,-2.2579459580785,-23.7417249794799,-1,,0,0,86,87
3234,ZTF19abzkyjy,13920631,-77.42766003983665,,0,,0,1,4,0
3235,ZTF19abzkyjy,13920632,-223.018957218837,-283.446689739302,1,,0,0,4,4
3236,ZTF19aazdcmj,3910331,-2.8046003059356996,-7.08579784636909,1,,0,0,28,111
3237,ZTF19aazdcmj,3910332,13.7113557079603,7.875400734446795,1,,0,0,59,274
3238,ZTF19aazdcmj,3910333,-26.8991556428333,-47.9180655268013,1,,0,0,13,23
3239,ZTF19aazdcmj,13841122,,5.15105126379388,0,,1,0,0,10
3240,ZTF19acgemqj,8000831,0.867218452627264,1.1706970805999,1,,0,0,85,85
3241,ZTF19acgemqj,8000832,-3.769219477076785,2.71937184375584,-1,,0,0,238,87
3242,ZTF19acgemqj,18031631,-9.64962928183913,,0,,0,1,15,0
3243,ZTF19acgemqj,18031632,-0.296177847885753,,0,,0,1,58,0
3244,ZTF19aajwdqt,3701101,35.4947694674145,13.2110081688531,-1,,0,0,15,43
3245,ZTF19aajwdqt,3701102,-19.602969135914,-29.780911084745753,1,,0,0,10,46
3246,ZTF19aajwdqt,3701103,,1.9641802720503159,0,,1,0,0,6
3247,ZTF19aabyheu,6211121,-0.93674928596415,5.16001134257661,1,,0,0,14,73
3248,ZTF19aabyheu,6211122,-35.82708175300024,36.103050052689,-1,,0,0,14,134
3249,ZTF19aabyheu,6211123,,18.5695077142275,0,,1,0,0,33
3250,ZTF19aabyheu,16650121,,-467.500447367745,0,,1,0,0,6
3251,ZTF19aabyheu,16650122,,-49.6344533023387,0,,1,0,0,4
3252,ZTF19abvalfd,7220801,11.97537695108105,-4.57216507937915,-1,,0,0,490,95
3253,ZTF19abvalfd,7220802,-26.5882320934905,-47.88019778490005,-1,,0,0,515,92
3254,ZTF19abvalfd,7220803,-8.51166471051814,-21.0215995539077,1,,0,0,37,24
3255,ZTF19abvalfd,17201311,17.5863313900213,,0,,0,1,6,0
3256,ZTF19abvalfd,17201312,-5.057004161846789,,0,,0,1,14,2
3257,ZTF19ackjmge,6221311,-6.04872597326162,2.37060800760959,1,,0,0,79,23
3258,ZTF19ackjmge,6221312,-2.99949822764153,-8.8986693366078,1,,0,0,77,58
3259,ZTF19ackjmge,6221313,-5.28377300893972,8.05060492591223,1,,0,0,15,11
3260,ZTF19ackjmge,16670701,-19.47016745376465,,0,,0,1,14,0
3261,ZTF19ackjmge,16670702,6.63397185493313,,0,,0,1,19,2
3262,ZTF19aawgxdn,7220931,-11.8039391027945,2.31877586089119,-1,,0,0,367,220
3263,ZTF19aawgxdn,7220932,4.06990681636014,15.3183498355678,-1,,0,0,387,229
3264,ZTF19aawgxdn,7220933,18.204000098098,21.4605611342077,1,,0,0,25,57
3265,ZTF19aawgxdn,7231221,11.45946705415015,12.8400821880404,1,,0,0,406,82
3266,ZTF19aawgxdn,7231222,5.320274257843905,11.44994306691325,1,,0,0,400,66
3267,ZTF19aawgxdn,7231223,12.38309757185185,10.0548909655867,1,,0,0,26,13
3268,ZTF19acgrbeb,4501501,1.49695317462103,6.35916405259758,1,,0,0,95,47
3269,ZTF19acgrbeb,4501502,2.174883125184085,0.146331256870652,1,,0,0,106,52
3270,ZTF19acgrbeb,4501503,-9.068731512189775,-1.8458917240216017,1,,0,0,14,22
3271,ZTF19acgrbeb,14960501,1.7284558820342002,,0,,0,1,10,0
3272,ZTF19acgrbeb,14960502,-8.57543495650625,,0,,0,1,17,0
3273,ZTF19acgrbeb,14970811,-10.40411328109499,,0,,0,1,14,0
3274,ZTF19acgrbeb,14970812,-2.65114413800693,,0,,0,1,13,0
3275,ZTF19abitbcj,7211301,-6.98099095584129,-11.6032696244226,1,,0,0,370,109
3276,ZTF19abitbcj,7211302,-4.84675419508459,-4.371788393733715,1,long rise,0,0,395,110
3277,ZTF19abitbcj,7211303,5.061748308348575,6.59841680933135,1,,0,0,30,39
3278,ZTF19abitbcj,7221611,3.09871730996736,6.07683725709438,1,,0,0,436,170
3279,ZTF19abitbcj,7221612,-12.6784932988352,-11.5913557524618,1,,0,0,453,175
3280,ZTF19abitbcj,7221613,-4.034284184663015,-8.82838102844777,1,,0,0,30,43
3281,ZTF19abitbcj,17600602,-14.4897755732089,19.17874980922406,1,,0,0,11,8
3282,ZTF19abvhduf,7810911,13.3861926916445,,0,,0,1,129,0
3283,ZTF19abvhduf,7810912,2.01599576210464,,0,,0,1,144,0
3284,ZTF19abvhduf,18160101,-6945.43938731481,,0,long rise,0,1,4,0
3285,ZTF19abvhduf,18160102,-5037.08263138951,,0,long rise,0,1,5,0
3286,ZTF19abvhduf,18170411,-9651.5302709995,,0,long rise,0,1,3,0
3287,ZTF19abvhduf,18170412,-3313.17527737348,,0,long rise,0,1,6,0
3288,ZTF19aagmpeq,7890301,-4.6493443694682,-8.515958552548614,1,,0,0,92,144
3289,ZTF19aagmpeq,7890302,-16.3263592016403,,0,,0,1,7,0
3290,ZTF19abqsvgf,7260531,13.107708269283,-13.9633846408166,-1,,0,0,451,93
3291,ZTF19abqsvgf,7260532,-2.53240954812091,-24.4832535073213,-1,,0,0,717,86
3292,ZTF19abqsvgf,7260533,-22.56253704554565,-38.5956189677671,-1,,0,0,34,45
3293,ZTF19abqsvgf,7270821,-6.0596967129861845,-5.94795573103098,1,,0,0,64,87
3294,ZTF19abqsvgf,7270822,13.7765628778877,-21.1850211343236,-1,,0,0,297,81
3295,ZTF19abqsvgf,17251321,-23.0479956643523,-42.084693976543804,1,,0,0,15,12
3296,ZTF19abqsvgf,17251322,5.31511166005554,,0,,0,1,23,0
3297,ZTF19aaugaam,4751401,-0.46387561519692,3.09016232534246,1,,0,0,34,64
3298,ZTF19aaugaam,4751402,-0.32497136062526,-14.452454542303549,1,,0,0,56,84
3299,ZTF19aaugaam,4751403,-14.253408536888049,-3.63616512980735,1,,0,0,8,30
3300,ZTF19aaugaam,5270321,,,0,,1,1,0,0
3301,ZTF19aaladlt,8421501,4.71329574458818,9.188991090140089,1,,0,0,51,136
3302,ZTF19aaladlt,8421502,-0.555342620505942,7.755294683699351,1,,0,0,57,134
3303,ZTF19aaladlt,8421503,-103.115156279341,-111.16586412535901,1,,0,0,9,44
3304,ZTF19aaladlt,18700512,-123.165547163802,-39.6405098649685,-1,,0,0,3,19
3305,ZTF19abwztsb,5881621,-0.8194977191758601,-4.29853809401926,1,,0,0,120,33
3306,ZTF19abwztsb,5881622,3.671254951635465,9.535686709653994,1,,0,0,296,24
3307,ZTF19abwztsb,16330711,-5.898221473022235,,0,,0,1,10,0
3308,ZTF19abwztsb,16330712,1.6727015059995598,,0,,0,1,10,2
3309,ZTF19acqypso,7391301,-20.01316519419825,-35.2087617835369,1,,0,0,68,43
3310,ZTF19acqypso,7391302,-10.7180058700568,-9.634296822712681,1,,0,0,113,96
3311,ZTF19acqypso,7401611,-7.77648538112944,-18.0228621243576,1,,0,0,71,41
3312,ZTF19acqypso,7401612,-2.5165567866237204,18.38808180895845,-1,,0,0,96,114
3313,ZTF19acqypso,7401613,,-5.30257746043302,0,,1,0,0,5
3314,ZTF19acqypso,7760331,,,0,,1,1,0,0
3315,ZTF19acqypso,7760332,,,0,,1,1,0,0
3316,ZTF19aauhwbp,8191411,-17.33669844161105,7.27794941222495,-1,,0,0,184,143
3317,ZTF19aauhwbp,8191412,-4.85627607461689,23.4130381361129,-1,,0,0,181,147
3318,ZTF19aauhwbp,8191413,9.01332907439601,9.47573038744713,1,,0,0,11,45
3319,ZTF19aauhwbp,18500502,2.6989685036413995,66.409818817555,1,,0,0,6,17
3320,ZTF19aauhwbp,18510812,,,0,,1,1,0,2
3321,ZTF19aclhnkd,4160211,-3.07679075439391,-5.57282883308873,1,,0,0,51,49
3322,ZTF19aclhnkd,4160212,-18.375412541931,-19.8018266637956,1,,0,0,225,47
3323,ZTF19aclhnkd,4160213,,-5.74401663196606,0,,1,0,0,9
3324,ZTF19aclhnkd,14090912,,,0,,1,1,0,2
3325,ZTF19aavkhuy,6701121,2.771321068323735,3.6752528417128802,1,,0,0,84,100
3326,ZTF19aavkhuy,6701122,-3.062028501335015,-2.33481228209767,1,,0,0,106,157
3327,ZTF19aavkhuy,6701123,-4.197765682632184,-8.37829902084729,1,,0,0,6,40
3328,ZTF19aavkhuy,17120301,3.98396252434026,-79.65916024810605,-1,,0,0,7,4
3329,ZTF19aavkhuy,17120302,2.82440659903787,,0,,0,1,7,0
3330,ZTF19abywduc,8121031,10.57287248121985,40.0302312629932,-1,,0,0,62,6
3331,ZTF19abywduc,8121032,12.10035328086135,18.0423942179539,1,,0,0,68,6
3332,ZTF19abywduc,18440111,-447.23697770282104,,0,,0,1,8,0
3333,ZTF19abywduc,18440112,-319.433777033141,,0,long rise,0,1,15,0
3334,ZTF19aazxcvl,7580301,3.571763889793535,0.518239952769503,1,,0,0,234,175
3335,ZTF19aazxcvl,7580302,-16.69125908824715,-10.9888760154897,1,,0,0,444,153
3336,ZTF19aazxcvl,7580303,6.21273844848809,0.119805863685648,1,,0,0,28,44
3337,ZTF19aazxcvl,17570911,-14.894179977324,-27.858023262050352,1,,0,0,7,4
3338,ZTF19aazxcvl,17570912,3.32095663122343,-10.38896052528155,1,,0,0,7,8
3339,ZTF19acnkeji,6541321,2.98557635020052,14.8273645324543,-1,,0,0,64,25
3340,ZTF19acnkeji,6541322,-16.8000981720532,-13.340608332439501,1,,0,0,77,70
3341,ZTF19acnkeji,16970531,8.99208043839185,,0,,0,1,18,0
3342,ZTF19acnkeji,16970532,0.497895041647916,,0,,0,1,24,0
3343,ZTF19acnkeji,16980821,7.254840893202605,,0,,0,1,16,0
3344,ZTF19acnkeji,16980822,-15.0333779797416,,0,,0,1,21,0
3345,ZTF19aawsdlq,4441631,-1.49204179494042,9.058949447545896,-1,,0,0,31,72
3346,ZTF19aawsdlq,4441632,-1.89387310415736,-0.474565686375764,1,,0,0,39,115
3347,ZTF19aawsdlq,4441633,-192.898276987657,-225.154850887813,-1,,0,0,13,27
3348,ZTF19aawsdlq,14890611,-32.50488795554105,,0,,0,1,4,0
3349,ZTF19aawsdlq,14890612,-90.13243055172194,,0,,0,1,8,0
3350,ZTF19abdkdir,3981411,-3.1768699432369347,-7.97928203254896,1,,0,0,74,123
3351,ZTF19abdkdir,3981412,0.897221758156157,-5.65882561365582,1,,0,0,80,147
3352,ZTF19abdkdir,3981413,,-25.3748858130467,0,,1,0,0,14
3353,ZTF19abdkdir,14430801,-9.615289943578185,-29.6649307937754,1,,0,0,6,30
3354,ZTF19abdkdir,14430802,-30.6275722502299,-54.1468790315739,1,,0,0,9,7
3355,ZTF19acojxzo,7840521,-2.26809087465577,19.2476802296477,-1,,0,0,105,53
3356,ZTF19acojxzo,7840522,4.503201055380124,11.3493497927072,1,,0,0,146,90
3357,ZTF19acojxzo,7840523,,-3.348314630251355,0,,1,0,0,14
3358,ZTF19acojxzo,17861331,-4.15943944990225,,0,,0,1,11,0
3359,ZTF19acojxzo,17861332,-7.05054806797785,,0,,0,1,16,0
3360,ZTF19acojxzo,17871621,-33.99725060094005,,0,,0,1,12,0
3361,ZTF19acojxzo,17871622,-0.24713986620718498,,0,,0,1,16,0
3362,ZTF19aakjbej,6711601,-1.773691779493798,-5.391104739241,1,,0,0,58,229
3363,ZTF19aakjbej,6711602,-9.39364750034345,-10.97781573996565,1,,0,0,69,312
3364,ZTF19aakjbej,6711603,7.017560550647341,-6.01382794712103,1,,0,0,10,54
3365,ZTF19aakjbej,17130711,,11.8910419184625,0,,1,0,0,3
3366,ZTF19aakjbej,17130712,,-161.97338355035998,0,,1,0,0,6
3367,ZTF19abxigfc,3440411,1.80817225687733,17.72904744145835,-1,,0,0,57,30
3368,ZTF19abxigfc,3440412,11.3902050834119,8.66820181614955,1,,0,0,69,37
3369,ZTF19abxigfc,13351011,,,0,,1,1,0,2
3370,ZTF19acbrzzr,3951431,16.6750271167077,17.4971244795061,1,,0,0,69,53
3371,ZTF19acbrzzr,3951432,2.024096979190105,8.21117245130273,1,,0,0,90,53
3372,ZTF19acbrzzr,3951433,,-92.96495770021934,0,,1,0,0,16
3373,ZTF19acbrzzr,13890831,11.1206157865553,,0,,0,1,3,0
3374,ZTF19acbrzzr,13890832,,-98.0950828360437,0,,1,0,0,5
3375,ZTF19abvdbyx,4410801,0.0407882960171829,6.89401017342957,-1,,0,0,47,92
3376,ZTF19abvdbyx,4410802,-7.49390445155377,1.17537793759086,1,,0,0,53,226
3377,ZTF19abvdbyx,4410803,8.32914569832913,-0.999226965999706,-1,,0,0,21,33
3378,ZTF19abvdbyx,14341302,,5.0089307611669245,0,,1,0,0,6
3379,ZTF19abvdbyx,14351612,,-14.41456245184,0,,1,0,0,22
3380,ZTF19aaxfzao,6361411,3.44826798004149,-11.970164602788,-1,,0,0,91,86
3381,ZTF19aaxfzao,6361412,5.29552099578877,-11.838245918803,-1,,0,0,93,84
3382,ZTF19aaxfzao,6830421,-9.23837715511755,-18.11675797675565,-1,,0,0,395,88
3383,ZTF19aaxfzao,6830422,-6.1550570499061354,-9.601393306817009,1,,0,0,628,94
3384,ZTF19aaxfzao,6830423,1.240101917576795,-7.70934617141852,1,,0,0,24,41
3385,ZTF19aartuli,3211031,16.8547250901545,0.5760215107711152,-1,,0,0,14,38
3386,ZTF19aartuli,3211032,-1.6797590622580056,-17.14018828136785,-1,,0,0,18,44
3387,ZTF19aartuli,3211033,,-33.5450619490257,0,,1,0,0,4
3388,ZTF19aanfyey,5730311,-4.004253874594785,-21.3228110386965,1,,0,0,28,85
3389,ZTF19aanfyey,5730312,12.43417691325945,15.8419861602901,1,,0,0,24,139
3390,ZTF19aanfyey,5730313,,1.34973699327599,0,,1,0,0,27
3391,ZTF19aanfyey,15681011,-17.2511309963925,-47.9320351635458,1,,0,0,3,4
3392,ZTF19aanfyey,15681012,43.4727675538533,-3.69444721906029,-1,,0,0,4,11
3393,ZTF19aazgpar,5861031,-6.677716549848,-4.72670326619066,1,,0,0,43,149
3394,ZTF19aazgpar,5861032,-4.55549240622511,-0.449343866110251,1,,0,0,64,193
3395,ZTF19aazgpar,5861033,0.36058430454524454,-0.61180531674555,1,,0,0,22,55
3396,ZTF19aaoxvfe,6241311,-7.413701208808881,-39.4125260280888,-1,,0,0,66,153
3397,ZTF19aaoxvfe,6241312,-5.14094586223553,-41.805153658804954,-1,,0,0,83,178
