,ZTFID,fcqfid,bl_pre,bl_post,Consistent,Warning,Missing_pre,Missing_post,N_pre_peak,N_post_peak
1503,ZTF19aalcyfd,17500401,-224.9795335945825,-267.01421555379204,1,,0,0,6,6
1504,ZTF19aalcyfd,17500402,-381.378265485232,,0,,0,1,5,0
1505,ZTF19aadyoqz,5270701,-0.21747042577971865,-6.3660231644666645,-1,,0,0,24,100
1506,ZTF19aadyoqz,5270702,-12.7271879357768,-20.0802968320993,1,,0,0,30,148
1507,ZTF19aadyoqz,5270703,26.07388637807435,-20.3441149039046,-1,,0,0,10,49
1508,ZTF19ackjene,8610611,12.30386746598655,7.591892085045,1,,0,0,104,14
1509,ZTF19ackjene,8610612,,,0,,1,1,0,0
1510,ZTF19ackjene,8610613,,,0,,1,1,2,0
1511,ZTF19ackjene,18711312,,,0,,1,1,0,0
1512,ZTF19acrbyzj,4141521,13.29541842458135,34.0598793268475,-1,,0,0,68,7
1513,ZTF19acrbyzj,4141522,-21.37235784500735,-18.1266809063264,1,,0,0,62,15
1514,ZTF19acrbyzj,4141523,,-27.6264847000688,0,,1,0,0,3
1515,ZTF19abztknu,6060201,-3.43556620617453,-9.51345761574719,1,,0,0,51,42
1516,ZTF19abztknu,6060202,-13.4979123391192,-3.94830277098166,1,,0,0,64,96
1517,ZTF19abztknu,16021001,11.275328899962268,,0,,0,1,12,0
1518,ZTF19abztknu,16021002,-11.2842699266734,,0,,0,1,25,0
1519,ZTF19abhzewi,7930111,15.7735145096578,14.09435138514835,1,,0,0,277,132
1520,ZTF19abhzewi,7930112,-16.3323161392782,0.5911644210660205,-1,,0,0,230,112
1521,ZTF19aazyvub,4460601,3.585111335751625,-1.64814542097859,1,,0,0,36,69
1522,ZTF19aazyvub,4460602,-7.74849481850903,-2.7767502916451,1,,0,0,47,83
1523,ZTF19aazyvub,4460603,-5.82634626774766,13.5270642740397,1,,0,0,19,19
1524,ZTF19aazyvub,14401411,35.7755896555158,74.37382455483541,1,,0,0,3,6
1525,ZTF19aazyvub,14401412,-425.5989720719835,-401.68175048237504,1,,0,0,4,10
1526,ZTF19abcneik,7561101,6.5537770674318,3.062268810872675,1,,0,0,180,172
1527,ZTF19abcneik,7561102,-7.280872314373211,1.136742440657107,-1,,0,0,176,210
1528,ZTF19abcneik,7561103,-3.53686819247354,14.3464971405685,-1,,0,0,15,45
1529,ZTF19abcneik,17930401,21.3440154262898,,0,,0,1,10,2
1530,ZTF19abuclhk,7001001,15.0858592420109,-1.66598253389439,1,,0,0,57,51
1531,ZTF19abuclhk,7001002,6.13752075772284,2.64067395207566,1,,0,0,67,147
1532,ZTF19abuclhk,17400111,-287.980285608885,,0,,0,1,17,0
1533,ZTF19abuclhk,17400112,-489.830775469187,,0,,0,1,23,0
1534,ZTF19aagmsrr,7120231,14.9353694557638,27.4973116401968,-1,,0,0,57,83
1535,ZTF19aagmsrr,7120232,19.4079943191867,24.6488029215945,1,,0,0,60,157
1536,ZTF19aagmsrr,7120233,15.0931367003801,1.0130730329540325,1,,0,0,7,22
1537,ZTF19aagmsrr,17111221,,,0,,1,1,0,2
1538,ZTF19aagmsrr,17111222,,,0,,1,1,0,0
1539,ZTF19acgmkrt,5530131,-25.2508377027822,-27.9468416471997,1,,0,0,110,55
1540,ZTF19acgmkrt,5530132,-20.18349058312585,-36.6804396108281,-1,,0,0,126,61
1541,ZTF19acgmkrt,15480931,-5.139875671888085,,0,,0,1,12,0
1542,ZTF19acgmkrt,15480932,-15.6213238917353,,0,,0,1,27,0
1543,ZTF19aaxyukr,5810111,-2.27334244356861,-6.902238974121535,1,,0,0,53,152
1544,ZTF19aaxyukr,5810112,1.94850051529864,6.678447943050569,1,,0,0,49,232
1545,ZTF19aaxyukr,5810113,2.12021562001258,10.454601774586266,1,,0,0,15,48
1546,ZTF19ackjnuq,5720531,-1.80284440104985,-4.91459316724004,1,,0,0,49,48
1547,ZTF19ackjnuq,5720532,-2.28804810126178,-26.88086048695145,-1,,0,0,46,54
1548,ZTF19ackjnuq,5720533,,-9.79370063807198,0,,1,0,2,21
1549,ZTF19abddsvk,8191401,-0.017994210598745994,8.01922898270746,-1,,0,0,226,145
1550,ZTF19abddsvk,8191402,-2.98354701706254,-8.164108370043925,1,,0,0,219,148
1551,ZTF19abddsvk,8191403,2.446819426338858,17.6923332544411,1,,0,0,14,45
1552,ZTF19abddsvk,18510802,,,0,,1,1,0,2
1553,ZTF19aailqir,7560301,15.065976300549849,15.831219643262099,1,,0,0,150,226
1554,ZTF19aailqir,7560302,-13.8957780209821,-28.4661211863171,-1,,0,0,154,283
1555,ZTF19aailqir,7560303,-20.6344348596765,-45.8805265407836,-1,,0,0,14,64
1556,ZTF19aailqir,17551001,,-54.8961838186573,0,,1,0,2,5
1557,ZTF19aailqir,17551002,,-69.9365414223218,0,,1,0,2,5
1558,ZTF19abqrhvy,6450901,3.61057309438722,7.48696702591732,1,,0,0,59,175
1559,ZTF19abqrhvy,6450902,-2.25645216938375,-3.23293191523674,1,,0,0,74,257
1560,ZTF19abqrhvy,6450903,0.401087556613474,-8.962371296201056,1,,0,0,30,42
1561,ZTF19abqrhvy,6461211,-10.177215376849995,-3.65870826972644,-1,,0,0,58,186
1562,ZTF19abqrhvy,6461212,7.57334511371645,8.90114875558868,1,,0,0,73,227
1563,ZTF19abqrhvy,6461213,-2.14616948554518,0.7267512531789555,1,,0,0,25,40
1564,ZTF19abqrhvy,16900411,-551.0034032313495,,0,,0,1,22,0
1565,ZTF19abqrhvy,16900412,-24.3446901135954,,0,,0,1,39,0
1566,ZTF19abuxhqc,4491431,3.9361271196811,-8.20829248260472,-1,,0,0,75,69
1567,ZTF19abuxhqc,4491432,-4.26830516265175,-2.135832826979925,1,,0,0,87,82
1568,ZTF19abuxhqc,4491433,10.82850693985215,20.9181159580159,1,,0,0,16,28
1569,ZTF19abuxhqc,14960721,-63.5042990112421,,0,,0,1,11,0
1570,ZTF19abuxhqc,14960722,-0.05442308592240197,,0,,0,1,16,0
1571,ZTF19acmblbi,5711321,-0.507251306570805,114.781623645209,-1,,0,0,23,3
1572,ZTF19acmblbi,5711322,-28.4796359616639,-48.5150163891821,1,,0,0,11,14
1573,ZTF19acmblbi,5711323,,,0,,1,1,0,0
1574,ZTF19acmblbi,16170731,3.4052402327077154,,0,,0,1,10,0
1575,ZTF19acmblbi,16170732,-2.04768645294719,,0,,0,1,10,0
1576,ZTF19abattvp,3910731,-3.183069221036177,-16.4031782862279,-1,,0,0,30,110
1577,ZTF19abattvp,3910732,-29.68996539263705,-27.6088449676536,1,,0,0,58,269
1578,ZTF19abattvp,3910733,-61.6637643726434,-60.113245625174,1,,0,0,13,25
1579,ZTF19achahea,7841101,0.425776134560723,3.15330073740919,1,,0,0,101,167
1580,ZTF19achahea,7841102,-15.0948073049714,-14.5546123976433,1,,0,0,145,207
1581,ZTF19achahea,7841103,,-45.77611461744115,0,,1,0,0,26
1582,ZTF19aadgimr,7201511,0.271894885000932,-3.49220110706166,1,,0,0,259,181
1583,ZTF19aadgimr,7201512,5.63081844124032,9.74677544423436,1,,0,0,277,173
1584,ZTF19aadgimr,7201513,7.30200739443746,24.5427068439782,-1,,0,0,23,56
1585,ZTF19aadgimr,17580501,,-1685.54121588273,0,,1,0,2,6
1586,ZTF19aadgimr,17580502,,-1396.19812076734,0,,1,0,0,6
1587,ZTF19aadgimr,17590811,,,0,,1,1,2,0
1588,ZTF19aadgimr,17590812,-815.921200614026,-911.939610197544,-1,,0,0,3,7
1589,ZTF19aavoiyc,5831031,0.23937843216782495,14.16238942641565,-1,,0,0,38,150
1590,ZTF19aavoiyc,5831032,2.36623116685364,-0.253627518608871,1,,0,0,58,217
1591,ZTF19aavoiyc,5831033,2.4792847143773,11.0814969650318,1,,0,0,23,59
1592,ZTF19aavoiyc,16290411,-86.9022338773542,-102.11191911950624,1,,0,0,3,4
1593,ZTF19aavoiyc,16290412,,,0,,1,1,0,2
1594,ZTF19abfibel,4490211,-10.789343982159735,-7.33918384788214,1,,0,0,76,56
1595,ZTF19abfibel,4490212,1.039938888232822,8.85484140052326,1,,0,0,86,85
1596,ZTF19abfibel,4490213,-22.592460762948548,-19.7695529525928,1,,0,0,16,23
1597,ZTF19abfibel,14431011,-88.1924277650962,,0,,0,1,5,0
1598,ZTF19abfibel,14431012,-112.348593202775,,0,,0,1,9,0
1599,ZTF19aauisdr,6271111,-2.3075764895030573,1.70639754129898,1,,0,0,56,153
1600,ZTF19aauisdr,6271112,17.6206737503266,20.8578627953488,1,,0,0,55,253
1601,ZTF19aauisdr,6271113,-2.21565200887594,12.2199359014689,1,,0,0,13,43
1602,ZTF19aavjukt,7630921,18.1516845475193,-51.0607034724721,-1,,0,0,429,104
1603,ZTF19aavjukt,7630922,10.821357676594,-95.9951952032454,-1,,0,0,448,99
1604,ZTF19aavjukt,7630923,1.64797381528896,-20.9469075100505,-1,,0,0,30,56
1605,ZTF19aavjukt,18000431,-38.4115254768832,-63.13881459793255,1,,0,0,4,10
1606,ZTF19aavjukt,18000432,-516.934183493121,,0,,0,1,19,0
1607,ZTF19aclhohd,4670411,3.215844881356565,-1.56415885585028,1,,0,0,36,29
1608,ZTF19aclhohd,4670412,-23.63907690495115,-36.6401792873793,-1,,0,0,202,37
1609,ZTF19aclhohd,4670413,,-1.2669894228096399,0,,1,0,0,12
1610,ZTF19abamqxo,6000611,-3.7024622632762503,-17.5826277866146,-1,,0,0,54,125
1611,ZTF19abamqxo,6000612,3.08142863762867,-23.05365153029895,-1,,0,0,61,248
1612,ZTF19abamqxo,6000613,2.90588264839152,-7.16882809853156,1,,0,0,27,39
1613,ZTF19abamqxo,15961411,12.2065908451499,,0,,0,1,25,0
1614,ZTF19abamqxo,15961412,-7.14298890648846,,0,,0,1,36,0
1615,ZTF19acbswdq,3971111,-15.3586809797498,-30.630101193734802,-1,,0,0,76,52
1616,ZTF19acbswdq,3971112,-10.9304056227671,-13.84257293295325,1,,0,0,101,56
1617,ZTF19acbswdq,3971113,,-49.493040196727,0,,1,0,0,22
1618,ZTF19acbswdq,14410631,-873.277668711552,,0,,0,1,7,0
1619,ZTF19abadskf,4971601,0.445408980215212,10.8058966871808,-1,,0,0,50,77
1620,ZTF19abadskf,5480221,7.8510007045962755,5.68872554774309,1,,0,0,52,83
1621,ZTF19abadskf,5480222,-5.36803486623364,-2.68170146669759,1,,0,0,63,83
1622,ZTF19abadskf,5480223,-11.796714859384249,-10.8988714288462,1,,0,0,28,33
1623,ZTF19abadskf,15431022,-2.58146165992066,,0,,0,1,17,0
1624,ZTF19abxfeln,4910201,-14.643397945344649,-15.924944572213,1,,0,0,44,69
1625,ZTF19abxfeln,4910202,-11.5408435921372,1.792700734786249,1,,0,0,79,110
1626,ZTF19abxfeln,4910203,-12.6223966951005,19.3178771331838,-1,,0,0,13,40
1627,ZTF19abxfeln,14851131,,7.152541684392702,0,,1,0,0,4
1628,ZTF19aauivtj,4751331,-9.42848045335121,10.8508979058197,-1,,0,0,33,61
1629,ZTF19aauivtj,4751332,-4.36253542523469,-13.7316499204147,1,,0,0,51,85
1630,ZTF19aauivtj,4751333,-27.30777025555885,4.88898200252235,-1,,0,0,8,29
1631,ZTF19abwswzb,5000111,12.487519416260175,22.6770848565712,1,,0,0,92,62
1632,ZTF19abwswzb,5000112,-32.1429664348519,-53.2914467535177,-1,,0,0,102,57
1633,ZTF19abwswzb,5000113,-16.366928993689,8.85169337366576,-1,,0,0,15,29
1634,ZTF19abwswzb,14940911,-0.239774662912765,,0,,0,1,15,0
1635,ZTF19abwswzb,14940912,13.330670205196645,,0,,0,1,18,0
1636,ZTF19aarifvr,6730921,-4.092903523329965,1.14269022795375,1,,0,0,80,167
1637,ZTF19aarifvr,6730922,-5.617870414107525,10.7687450557496,-1,,0,0,84,259
1638,ZTF19aarifvr,6730923,-14.0729920960165,8.27137273518111,-1,,0,0,11,37
1639,ZTF19aarifvr,17150121,-5.58120532695026,,0,,0,1,3,2
1640,ZTF19aarifvr,17150122,-25.6309322968605,-8.016722746709492,1,,0,0,6,4
1641,ZTF19acjwqvo,7340111,-11.93798241645345,-5.30235627723995,1,,0,0,158,52
1642,ZTF19acjwqvo,7340112,4.569513839982605,7.98788155685028,1,,0,0,180,100
1643,ZTF19acjwqvo,17331001,,,0,,1,1,0,0
1644,ZTF19abzkiuv,4450201,2.7406714480825354,3.4818672248638602,1,,0,0,40,68
1645,ZTF19abzkiuv,4450202,-27.8478319067775,-18.84226376680425,-1,,0,0,55,58
1646,ZTF19abzkiuv,4450203,-10.9222792141621,3.77790742974095,-1,,0,0,19,23
1647,ZTF19abzkiuv,14391031,,-49.77653891263415,0,,1,0,0,4
1648,ZTF19abzkiuv,14391032,-170.64960547931702,-198.23516041365752,1,,0,0,4,6
1649,ZTF19aadtqcd,5840921,-2.3784553574178,-24.32643898835165,-1,,0,0,35,230
1650,ZTF19aadtqcd,5840922,14.1006210657484,-12.3835406983654,-1,,0,0,43,301
1651,ZTF19aadtqcd,5840923,5.285380901544466,-7.94838649334508,-1,,0,0,24,67
1652,ZTF19aadtqcd,16300402,-55.1837775058906,-76.8032875926297,1,,0,0,4,3
1653,ZTF19aacxrzt,5191421,-4.73547224498895,38.9111487981152,-1,,0,0,10,98
1654,ZTF19aacxrzt,5191422,16.6545461222034,68.15667409731884,-1,,0,0,6,146
1655,ZTF19aacxrzt,5191423,,101.14776782728,0,,1,0,0,29
1656,ZTF19aacxrzt,15650612,,94.0564431793559,0,,1,0,0,11
1657,ZTF19aakpcuw,8250221,4.452563702661015,0.632678631361332,-1,,0,0,390,505
1658,ZTF19aakpcuw,8250222,-8.10956068278891,-5.572611966137295,1,,0,0,396,508
1659,ZTF19aakpcuw,8250223,-0.273366197230355,-7.27220079226989,-1,,0,0,27,86
1660,ZTF19aakpcuw,18301022,-196.56883876322252,-196.3330466246365,1,,0,0,10,10
1661,ZTF19abzhvxk,6370301,0.24214560671471555,6.781607499944295,-1,,0,0,144,86
1662,ZTF19abzhvxk,6370302,-15.8003204886808,-18.0804618676393,1,,0,0,163,87
1663,ZTF19abzhvxk,16341231,-16.3372484834391,13.090852435172064,-1,,0,0,11,8
1664,ZTF19abzhvxk,16341232,-9.3996229862486,-18.388929650397152,1,,0,0,17,16
1665,ZTF19aanxgrz,8261231,-2.77359351054549,-1.89379064350344,1,,0,0,371,148
1666,ZTF19aanxgrz,8261232,8.907995260302844,15.7392841857727,-1,,0,0,346,139
1667,ZTF19aanxgrz,8261233,-2.3789527557170698,18.151807940385,-1,,0,0,30,53
1668,ZTF19aanxgrz,18560122,-56.9541283071274,-69.4736986622296,1,,0,0,9,22
1669,ZTF19aatgznl,7180511,1.7836718448015798,7.0198826837093,-1,,0,0,182,153
1670,ZTF19aatgznl,7180512,-5.97425267104271,-1.20251051424656,1,,0,0,171,227
1671,ZTF19aatgznl,7180513,-9.39419685721513,-7.83296613647408,1,,0,0,15,48
1672,ZTF19aatgznl,17171501,-173.270893074041,-146.307263742424,1,,0,0,7,6
1673,ZTF19aatgznl,17171502,,-412.870977760445,0,,1,0,2,11
1674,ZTF19aavlnjz,4770701,2.95056079231638,1.359515437543323,1,,0,0,55,66
1675,ZTF19aavlnjz,4770702,-2.60636475518322,-4.784649915273095,1,,0,0,58,242
1676,ZTF19aavlnjz,4770703,-12.8453632890549,-4.60843112360546,1,,0,0,9,35
1677,ZTF19acngsnb,3981411,2.66088395968652,-4.35386809761086,1,,0,0,78,65
1678,ZTF19acngsnb,3981412,-0.8707596976748745,1.37189675850764,1,,0,0,86,89
1679,ZTF19acngsnb,3981413,,22.40777068530185,0,,1,0,0,14
1680,ZTF19acngsnb,4490421,4.45547486913816,4.800935766290895,1,,0,0,91,70
1681,ZTF19acngsnb,4490422,6.42576093397739,10.192003493076,1,,0,0,104,95
1682,ZTF19acngsnb,4490423,,-1.33177288210337,0,,1,0,0,11
1683,ZTF19acngsnb,14420931,4.010751701658245,,0,,0,1,4,0
1684,ZTF19acngsnb,14431221,10.662981165645755,,0,,0,1,6,0
1685,ZTF19acngsnb,14431222,-8.753388002891684,,0,,0,1,8,0
1686,ZTF19acctpgd,3880631,-5.4682374028196605,-30.6533911750301,-1,,0,0,46,58
1687,ZTF19acctpgd,3880632,-9.8079360602306,-19.55957396195205,-1,,0,0,79,290
1688,ZTF19acctpgd,3880633,,-1.27706332717453,0,,1,0,0,27
1689,ZTF19ababigc,3911521,-21.762742944059752,-10.0545756286504,-1,,0,0,30,111
1690,ZTF19ababigc,3911522,-2.0132596623273873,-3.65582240845317,1,,0,0,58,265
1691,ZTF19ababigc,3911523,-3.96354219393296,-12.5970657970353,1,long decline,0,0,15,23
1692,ZTF19acgonwy,3111301,-44.5039118684232,136.8090156888695,-1,,0,0,21,14
1693,ZTF19acgonwy,3111302,-10.5167079158351,162.3149122620435,-1,long decline,0,0,291,14
1694,ZTF19acgonwy,3121611,-55.019726328706554,146.3138090810795,-1,,0,0,24,16
1695,ZTF19acgonwy,3121612,-61.8274945518945,146.569134799623,-1,,0,0,19,17
1696,ZTF19acgonwy,3121613,,40.44602994677605,0,,1,0,0,4
1697,ZTF19acgonwy,13540512,,,0,,1,1,0,0
1698,ZTF19abegizf,2890931,-1.50546997741685,-1.133223572216775,1,,0,0,25,50
1699,ZTF19abegizf,2890932,-6.26534631261211,1.9119288590485,1,,0,0,27,315
1700,ZTF19abegizf,2901221,2.80027897259453,3.89750289523341,1,,0,0,24,47
1701,ZTF19abegizf,2901222,-1.75150843768656,-0.679850523449725,1,,0,0,31,39
1702,ZTF19acfwynw,2940211,2.6402994391094,18.0429262615146,-1,,0,0,86,27
1703,ZTF19acfwynw,2940212,2.91703394284914,19.8792807698602,-1,,0,0,88,29
1704,ZTF19acfwynw,2940213,,-5.127239406019145,0,,1,0,0,10
1705,ZTF19acfwynw,12871231,,-58.31528619247925,0,,1,0,0,14
1706,ZTF19acfwynw,12871232,,-95.3348299481369,0,,1,0,0,23
1707,ZTF19abulzlj,7960331,-1.7127947638056549,-2.45535071795119,1,,0,0,516,285
1708,ZTF19abulzlj,7960332,10.922178774304,6.33895731524499,-1,,0,0,537,283
1709,ZTF19abulzlj,7960333,-7.9026406008031405,-6.34053323998661,1,,0,0,36,48
1710,ZTF19abhzelh,7940101,-6.2401616176519,-6.31772568073024,1,,0,0,450,159
1711,ZTF19abhzelh,7940102,7.67475103883549,5.11586660768047,1,,0,0,472,160
1712,ZTF19abhzelh,7940103,-4.24608238243357,7.36997884492499,-1,,0,0,27,53
1713,ZTF19abhzelh,17971012,-1.0021580678505702,-10.612739169103321,1,,0,0,14,8
1714,ZTF19aclyezb,7051301,1.25207732864262,15.7117933714272,-1,,0,0,61,37
1715,ZTF19aclyezb,7051302,-7.8198207803512645,-3.86895374890405,1,,0,0,68,142
1716,ZTF19aclyezb,7051303,,,0,,1,1,0,0
1717,ZTF19aclyezb,7061611,2.61997731169328,2.87614273052116,1,,0,0,107,85
1718,ZTF19aclyezb,7061612,-0.114625983333099,3.20482814644936,1,,0,0,109,185
1719,ZTF19aclyezb,7061613,,-11.188392207321,0,,1,0,0,29
1720,ZTF19aclyezb,17450601,-1.54549006546526,,0,,0,1,15,0
1721,ZTF19aclyezb,17450602,-15.368773892958998,,0,,0,1,18,0
1722,ZTF19abvgwvp,4021321,13.1571975620274,16.1999786909034,1,,0,0,79,110
1723,ZTF19abvgwvp,4021322,7.53465787451516,8.21911698072353,1,,0,0,90,104
1724,ZTF19abvgwvp,4021323,,12.206139108963095,0,,1,0,0,4
1725,ZTF19abvgwvp,14470731,-400.6888597155055,,0,,0,1,4,0
1726,ZTF19abvgwvp,14470732,-177.140301259754,,0,,0,1,9,0
1727,ZTF19abixauz,4391311,5.67866383428865,-33.6306306808497,-1,,0,0,49,72
1728,ZTF19abixauz,4391312,7.752802323699839,-23.0149135357394,-1,,0,0,86,124
1729,ZTF19abixauz,4391313,,3.77319058071285,0,,1,0,0,7
1730,ZTF19abixauz,14850801,,,0,,1,1,0,2
1731,ZTF19aakocxy,8391411,-6.31086276599167,-6.756098486916915,1,,0,0,65,90
1732,ZTF19aakocxy,18680611,,4.32325232416493,0,,1,0,0,23
1733,ZTF19aakocxy,18680612,-134.47637922088,,0,,0,1,3,0
1734,ZTF19aakjcxs,4800221,-2.69664238750355,-21.815504392704952,-1,,0,0,33,102
1735,ZTF19aakjcxs,4800222,-2.246586012482595,-1.5887061632325,1,,0,0,32,241
1736,ZTF19aakjcxs,4800223,-24.34061992902,-42.104548131987556,-1,,0,0,11,30
1737,ZTF19aaksrgj,4741601,-12.9246612699785,-19.3667018168809,1,,0,0,17,75
1738,ZTF19aaksrgj,4741602,24.5529068564507,32.7880437354259,1,,0,0,39,93
1739,ZTF19aaksrgj,4741603,-53.512683286111,-55.2684447666957,1,,0,0,6,33
1740,ZTF19aaksrgj,5250121,-14.7526000864742,0.665987125874787,-1,,0,0,45,110
1741,ZTF19aaksrgj,5250122,1.61146026848343,-0.2416796709399055,1,,0,0,53,126
1742,ZTF19aaksrgj,5250123,18.5195056527154,-8.22290898754205,-1,,0,0,7,27
1743,ZTF19abqgrht,3921011,32.81510968572335,16.5520427252273,1,,0,0,16,3
1744,ZTF19abqgrht,3921012,-10.1569071458642,-9.50489818051402,1,,0,0,11,26
1745,ZTF19abqgrht,3921013,,,0,,1,1,0,0
1746,ZTF19abqgrht,14370101,,19.0521109483969,0,,1,0,0,15
1747,ZTF19abqgrht,14380411,,-37.2157701848702,0,,1,0,0,11
1748,ZTF19abqgrht,14380412,,,0,,1,1,0,0
1749,ZTF19aaleptm,7591111,9.93280392702944,9.937095435177525,1,,0,0,282,332
1750,ZTF19aaleptm,7591112,18.75065126686155,16.1723416450314,1,,0,0,290,323
1751,ZTF19aaleptm,7591113,4.66644145746627,15.7249777643773,-1,,0,0,23,56
1752,ZTF19aaleptm,17950101,-9.8357869219562,-8.76655674558438,1,,0,0,183,7
1753,ZTF19aaleptm,17950102,,-155.94592770105652,0,,1,0,2,6
1754,ZTF19abxnycf,3010401,-9.449628040577295,-15.461632738259777,1,,0,0,70,26
1755,ZTF19abxnycf,3010402,-6.97645626468446,-28.00033831652115,-1,,0,0,70,22
1756,ZTF19abxnycf,3010403,,,0,,1,1,0,2
1757,ZTF19abxnycf,12931011,,,0,,1,1,0,0
1758,ZTF19abxnycf,12931012,,-80.86515508974125,0,,1,0,0,6
1759,ZTF19aauitks,5781111,-9.457192870979325,-17.62122152439055,1,,0,0,68,162
1760,ZTF19aauitks,5781112,1.903219771967505,-0.993753368920151,1,,0,0,78,236
1761,ZTF19aauitks,5781113,3.03280006068302,4.93116829274352,1,,0,0,11,47
1762,ZTF19aauitks,16230211,-12.32885617000559,-25.29078925803358,1,,0,0,8,6
1763,ZTF19aauitks,16230212,-27.01569010838045,-22.2242933597734,1,,0,0,6,15
1764,ZTF19achjpyc,2980811,-6.41801330762051,1.7157691303291749,1,,0,0,61,48
1765,ZTF19achjpyc,2980812,5.93418464091455,2.9538099825227255,1,,0,0,61,38
1766,ZTF19achjpyc,2980813,,-32.6029372882973,0,,1,0,0,11
1767,ZTF19achjpyc,12901421,,-10.228368986009464,0,,1,0,0,6
1768,ZTF19achjpyc,12901422,,,0,,1,1,0,2
1769,ZTF19abafrvy,4760721,-0.5455373893971625,-7.874712441307185,1,,0,0,40,68
1770,ZTF19abafrvy,4760722,4.120896337195485,-37.3084570250832,-1,,0,0,42,90
1771,ZTF19abafrvy,4760723,-39.2588169455377,-40.6901022774521,1,,0,0,7,23
1772,ZTF19abzulhk,7350301,6.52617318649086,3.77086395580586,1,,0,0,128,49
1773,ZTF19abzulhk,7350302,-7.65562956462096,-10.1584889553445,1,,0,0,149,123
1774,ZTF19abzulhk,17341101,-343.506265417683,,0,,0,1,28,0
1775,ZTF19abzulhk,17341102,-7.72495624145694,,0,,0,1,40,0
1776,ZTF19acnqsui,6630921,0.546019708361683,-0.158382263234158,1,,0,0,65,35
1777,ZTF19acnqsui,6630922,11.5388736004497,-5.52949036529309,-1,,0,0,145,138
1778,ZTF19acnqsui,6630923,,0.173804418945846,0,,1,0,0,19
1779,ZTF19acnqsui,17060331,32.36187683559995,,0,,0,1,8,0
1780,ZTF19acnqsui,17060332,5.40477033948927,,0,,0,1,11,0
1781,ZTF19aalxcyo,5670311,1.0179700026695,-0.611664796502091,1,,0,0,19,117
1782,ZTF19aalxcyo,5670312,13.63332844252732,1.55234306795626,1,,0,0,22,185
1783,ZTF19aalxcyo,5670313,,13.4071171689212,0,,1,0,0,29
1784,ZTF19aalxcyo,15621011,-5.58051177374434,2.33275121576193,1,,0,0,4,15
1785,ZTF19aalxcyo,15621012,-164.520223302236,,0,,0,1,4,0
1786,ZTF19aadpqnb,5041631,-8.87092723795324,-5.16031631666926,1,,0,0,53,51
1787,ZTF19aadpqnb,5041632,-9.62712504076264,-7.45150341937538,1,,0,0,65,69
1788,ZTF19aadpqnb,5041633,,-103.898715015341,0,,1,0,0,29
1789,ZTF19aadpqnb,15500801,-36.9457649704573,,0,,0,1,7,0
1790,ZTF19aadpqnb,15500802,-15.225141880999299,,0,,0,1,10,0
1791,ZTF19abqviuy,4471101,-4.91547006579147,11.517862707615,-1,,0,0,43,57
1792,ZTF19abqviuy,4471102,0.97871126722277,13.25301270490085,-1,,0,0,50,76
1793,ZTF19abqviuy,4471103,-9.55627319844691,9.83706187810352,-1,,0,0,19,27
1794,ZTF19abqviuy,14930101,-5.55776132223451,,0,,0,1,18,0
1795,ZTF19abqviuy,14930102,2.42070694894537,,0,,0,1,18,0
1796,ZTF19abuonnx,5961201,7.060091701985074,12.21719983281525,1,,0,0,56,312
1797,ZTF19abuonnx,5961202,-4.581421106581165,-1.27119726417929,1,,0,0,76,367
1798,ZTF19abuonnx,5961203,-9.112348066018296,10.022061622178775,-1,,0,0,28,44
1799,ZTF19aawgfnn,5300401,7.608114611420076,17.5321059761436,-1,,0,0,46,134
1800,ZTF19aawgfnn,5300402,-9.87868391317481,25.79998339666,-1,,0,0,37,187
1801,ZTF19aawgfnn,5300403,-4.40946914613875,28.2233842001863,-1,,0,0,13,37
1802,ZTF19aawgfnn,15251212,,-36.7671597285867,0,,1,0,0,3
1803,ZTF19abowcic,8260831,-4.38569073335707,-7.5840250391567,1,,0,0,431,148
1804,ZTF19abowcic,8260832,9.65315161217402,15.8156073555884,-1,,0,0,397,143
1805,ZTF19abowcic,8260833,-9.17904959247597,-5.98636979998785,1,,0,0,37,53
1806,ZTF19abowcic,18311522,-4.961166626960665,,0,,0,1,20,0
1807,ZTF19abdkgns,6511101,-24.7633940851922,-29.2518246390188,1,,0,0,119,243
1808,ZTF19abdkgns,6511102,-6.813025678530735,-0.8691878034355199,-1,,0,0,134,326
1809,ZTF19abdkgns,6511103,-1.220436724606305,-1.6899558884321,1,,0,0,22,43
1810,ZTF19abdkgns,16940111,-59.741653073659,,0,,0,1,19,0
1811,ZTF19abdkgns,16940112,-109.619891122332,,0,,0,1,40,0
1812,ZTF19aapemqu,3721011,7.0553789925545605,7.84890406934487,1,,0,0,14,45
